player_id,install_date,acquisition_channel,country
551,2020-03-07,Ads,US
552,2020-03-07,Referral,US
553,2020-03-07,Ads,US
554,2020-03-07,Ads,RU
555,2020-03-07,Ads,RU
556,2020-03-07,Organic,DE
557,2020-03-07,Ads,RU
558,2020-03-07,Organic,RU
559,2020-03-07,Organic,JP
560,2020-03-07,Ads,RU
561,2020-03-08,Organic,RU
562,2020-03-08,Organic,RU
563,2020-03-08,Ads,RU
564,2020-03-08,Organic,RU
565,2020-03-08,Organic,RU
566,2020-03-08,Ads,RU
567,2020-03-08,Ads,RU
568,2020-03-08,Ads,RU
569,2020-03-08,Ads,DE
570,2020-03-08,Ads,DE
571,2020-03-08,Ads,RU
572,2020-03-08,Organic,JP
573,2020-03-08,Ads,US
574,2020-03-08,Referral,DE
575,2020-03-08,Organic,RU
576,2020-03-08,Organic,BR
577,2020-03-08,Organic,JP
578,2020-03-08,Ads,RU
579,2020-03-08,Organic,US
580,2020-03-08,Ads,DE
581,2020-03-08,Ads,RU
582,2020-03-08,Ads,RU
583,2020-03-08,Organic,RU
584,2020-03-08,Ads,RU
585,2020-03-08,Organic,RU
586,2020-03-08,Ads,US
587,2020-03-08,Ads,US
588,2020-03-08,Organic,JP
589,2020-03-08,Referral,US
590,2020-03-08,Organic,RU
591,2020-03-08,Referral,RU
592,2020-03-08,Organic,BR
593,2020-03-08,Organic,RU
594,2020-03-08,Organic,DE
595,2020-03-08,Organic,RU
596,2020-03-08,Ads,RU
597,2020-03-08,Ads,RU
598,2020-03-08,Ads,RU
599,2020-03-08,Organic,DE
600,2020-03-08,Organic,US
601,2020-03-08,Ads,RU
602,2020-03-08,Organic,BR
603,2020-03-08,Ads,RU
604,2020-03-08,Ads,RU
605,2020-03-08,Organic,JP
606,2020-03-08,Ads,RU
607,2020-03-08,Ads,BR
608,2020-03-08,Ads,BR
609,2020-03-08,Organic,RU
610,2020-03-09,Organic,RU
611,2020-03-09,Organic,RU
612,2020-03-09,Organic,RU
613,2020-03-09,Organic,DE
614,2020-03-09,Ads,RU
615,2020-03-09,Ads,RU
616,2020-03-09,Ads,US
617,2020-03-09,Organic,US
618,2020-03-09,Referral,US
619,2020-03-09,Organic,DE
620,2020-03-09,Ads,US
621,2020-03-09,Referral,BR
622,2020-03-09,Ads,RU
623,2020-03-09,Referral,US
624,2020-03-09,Ads,RU
625,2020-03-09,Organic,JP
626,2020-03-09,Organic,RU
627,2020-03-09,Organic,JP
628,2020-03-09,Organic,DE
629,2020-03-09,Ads,DE
630,2020-03-09,Organic,RU
631,2020-03-09,Ads,RU
632,2020-03-09,Organic,US
633,2020-03-09,Organic,RU
634,2020-03-09,Referral,JP
635,2020-03-09,Organic,DE
636,2020-03-09,Ads,BR
637,2020-03-09,Ads,RU
638,2020-03-09,Organic,RU
639,2020-03-09,Ads,US
640,2020-03-09,Organic,RU
641,2020-03-09,Ads,BR
642,2020-03-09,Ads,DE
643,2020-03-09,Organic,RU
644,2020-03-09,Ads,US
645,2020-03-09,Organic,US
646,2020-03-09,Ads,US
647,2020-03-09,Referral,US
648,2020-03-09,Referral,RU
649,2020-03-09,Ads,RU
650,2020-03-09,Organic,DE
651,2020-03-09,Referral,RU
652,2020-03-09,Organic,DE
653,2020-03-09,Ads,US
654,2020-03-09,Organic,JP
655,2020-03-09,Referral,JP
656,2020-03-09,Ads,US
657,2020-03-09,Ads,RU
658,2020-03-09,Organic,RU
659,2020-03-09,Ads,RU
660,2020-03-09,Ads,RU
661,2020-03-09,Ads,US
662,2020-03-09,Organic,BR
663,2020-03-10,Organic,RU
664,2020-03-10,Organic,RU
665,2020-03-10,Organic,US
666,2020-03-10,Organic,JP
667,2020-03-10,Organic,RU
668,2020-03-10,Organic,RU
669,2020-03-10,Organic,JP
670,2020-03-10,Organic,RU
671,2020-03-10,Referral,US
672,2020-03-10,Ads,US
673,2020-03-10,Organic,RU
674,2020-03-10,Ads,RU
675,2020-03-10,Ads,BR
676,2020-03-10,Referral,RU
677,2020-03-10,Organic,RU
678,2020-03-10,Organic,US
679,2020-03-10,Referral,RU
680,2020-03-10,Organic,US
681,2020-03-10,Organic,JP
682,2020-03-10,Organic,JP
683,2020-03-10,Organic,RU
684,2020-03-10,Referral,RU
685,2020-03-10,Organic,RU
686,2020-03-10,Referral,JP
687,2020-03-10,Referral,RU
688,2020-03-10,Ads,RU
689,2020-03-10,Organic,BR
690,2020-03-10,Organic,US
691,2020-03-10,Organic,RU
692,2020-03-11,Organic,RU
693,2020-03-11,Ads,US
694,2020-03-11,Organic,DE
695,2020-03-11,Referral,US
696,2020-03-11,Ads,RU
697,2020-03-11,Ads,RU
698,2020-03-11,Referral,DE
699,2020-03-11,Organic,BR
700,2020-03-11,Organic,RU
701,2020-03-11,Organic,RU
702,2020-03-11,Organic,US
703,2020-03-11,Ads,US
704,2020-03-11,Organic,RU
705,2020-03-11,Organic,US
706,2020-03-11,Referral,JP
707,2020-03-11,Organic,US
708,2020-03-11,Ads,RU
709,2020-03-11,Organic,BR
710,2020-03-11,Organic,RU
711,2020-03-11,Ads,RU
712,2020-03-11,Referral,US
713,2020-03-11,Organic,US
714,2020-03-11,Organic,JP
715,2020-03-11,Organic,RU
716,2020-03-11,Organic,RU
717,2020-03-11,Organic,JP
718,2020-03-11,Ads,RU
719,2020-03-11,Organic,RU
720,2020-03-11,Organic,US
721,2020-03-11,Ads,JP
722,2020-03-11,Organic,US
723,2020-03-11,Organic,RU
724,2020-03-11,Referral,US
725,2020-03-11,Organic,JP
726,2020-03-11,Ads,BR
727,2020-03-11,Organic,RU
728,2020-03-11,Organic,BR
729,2020-03-12,Organic,BR
730,2020-03-12,Organic,US
731,2020-03-12,Organic,US
732,2020-03-12,Organic,RU
733,2020-03-12,Referral,US
734,2020-03-12,Ads,DE
735,2020-03-12,Organic,RU
736,2020-03-12,Ads,RU
737,2020-03-12,Referral,RU
738,2020-03-12,Ads,BR
739,2020-03-12,Organic,US
740,2020-03-12,Referral,RU
741,2020-03-12,Organic,BR
742,2020-03-12,Organic,DE
743,2020-03-12,Ads,JP
744,2020-03-12,Referral,RU
745,2020-03-12,Referral,US
746,2020-03-12,Referral,DE
747,2020-03-12,Organic,RU
748,2020-03-12,Referral,RU
749,2020-03-12,Organic,RU
750,2020-03-12,Organic,DE
751,2020-03-12,Ads,RU
752,2020-03-12,Organic,RU
753,2020-03-12,Ads,RU
754,2020-03-12,Organic,RU
755,2020-03-12,Referral,JP
756,2020-03-12,Organic,RU
757,2020-03-12,Organic,US
758,2020-03-12,Referral,RU
759,2020-03-12,Organic,RU
760,2020-03-12,Ads,JP
761,2020-03-12,Ads,JP
762,2020-03-12,Ads,RU
763,2020-03-12,Ads,RU
764,2020-03-12,Organic,RU
765,2020-03-12,Referral,RU
766,2020-03-12,Organic,US
767,2020-03-12,Organic,RU
768,2020-03-12,Organic,DE
769,2020-03-12,Ads,DE
770,2020-03-12,Ads,RU
771,2020-03-12,Referral,DE
772,2020-03-12,Ads,BR
773,2020-03-12,Ads,US
774,2020-03-12,Referral,JP
775,2020-03-13,Organic,DE
776,2020-03-13,Ads,US
777,2020-03-13,Ads,JP
778,2020-03-13,Organic,US
779,2020-03-13,Ads,US
780,2020-03-13,Organic,RU
781,2020-03-13,Ads,BR
782,2020-03-13,Ads,RU
783,2020-03-13,Referral,RU
784,2020-03-13,Referral,US
785,2020-03-13,Ads,US
786,2020-03-13,Ads,US
787,2020-03-13,Organic,US
788,2020-03-13,Organic,RU
789,2020-03-13,Referral,BR
790,2020-03-13,Referral,US
791,2020-03-13,Referral,BR
792,2020-03-13,Organic,RU
793,2020-03-13,Referral,US
794,2020-03-13,Referral,DE
795,2020-03-13,Organic,RU
796,2020-03-13,Ads,BR
797,2020-03-13,Ads,RU
798,2020-03-13,Ads,US
799,2020-03-13,Referral,US
800,2020-03-13,Organic,US
801,2020-03-13,Ads,US
802,2020-03-13,Ads,RU
803,2020-03-13,Organic,US
804,2020-03-13,Referral,RU
805,2020-03-13,Ads,RU
806,2020-03-13,Organic,RU
807,2020-03-13,Organic,RU
808,2020-03-13,Organic,US
809,2020-03-13,Ads,BR
810,2020-03-13,Referral,RU
811,2020-03-13,Organic,RU
812,2020-03-13,Organic,RU
813,2020-03-13,Organic,US
814,2020-03-13,Ads,RU
815,2020-03-13,Referral,RU
816,2020-03-13,Ads,US
817,2020-03-13,Ads,RU
818,2020-03-13,Ads,RU
819,2020-03-13,Organic,RU
820,2020-03-13,Ads,RU
821,2020-03-13,Ads,RU
822,2020-03-13,Ads,US
823,2020-03-13,Referral,RU
824,2020-03-13,Ads,RU
825,2020-03-14,Ads,RU
826,2020-03-14,Referral,US
827,2020-03-14,Referral,BR
828,2020-03-14,Ads,US
829,2020-03-14,Organic,US
830,2020-03-14,Organic,US
831,2020-03-14,Ads,RU
832,2020-03-14,Organic,RU
833,2020-03-14,Organic,RU
834,2020-03-14,Organic,RU
835,2020-03-14,Ads,RU
836,2020-03-14,Ads,US
837,2020-03-14,Organic,RU
838,2020-03-14,Organic,JP
839,2020-03-14,Ads,BR
840,2020-03-14,Organic,JP
841,2020-03-14,Organic,RU
842,2020-03-14,Ads,BR
843,2020-03-14,Ads,BR
844,2020-03-14,Organic,JP
845,2020-03-14,Ads,US
846,2020-03-14,Organic,DE
847,2020-03-14,Ads,RU
848,2020-03-14,Organic,RU
849,2020-03-14,Organic,RU
850,2020-03-14,Ads,JP
851,2020-03-14,Ads,RU
852,2020-03-14,Organic,RU
853,2020-03-14,Organic,JP
854,2020-03-14,Ads,RU
855,2020-03-14,Ads,BR
856,2020-03-14,Organic,DE
857,2020-03-14,Ads,RU
858,2020-03-14,Organic,RU
859,2020-03-14,Ads,US
860,2020-03-14,Organic,JP
861,2020-03-14,Organic,BR
862,2020-03-14,Organic,RU
863,2020-03-14,Organic,RU
864,2020-03-14,Organic,RU
865,2020-03-14,Organic,DE
866,2020-03-14,Organic,RU
867,2020-03-14,Organic,RU
868,2020-03-14,Ads,DE
869,2020-03-14,Organic,RU
870,2020-03-15,Ads,RU
871,2020-03-15,Organic,DE
872,2020-03-15,Organic,US
873,2020-03-15,Ads,RU
874,2020-03-15,Referral,US
875,2020-03-15,Organic,US
876,2020-03-15,Organic,US
877,2020-03-15,Ads,BR
878,2020-03-15,Referral,US
879,2020-03-15,Referral,US
880,2020-03-15,Organic,US
881,2020-03-15,Organic,US
882,2020-03-15,Ads,RU
883,2020-03-15,Ads,RU
884,2020-03-15,Ads,US
