player_id,plan_type,start_date,end_date,monthly_fee,discount_pct
855,Premium,2020-03-01,2020-06-01,500,10.0
883,Basic,2020-03-01,2020-06-01,200,5.0
888,Premium,2020-03-01,2020-04-01,500,10.0
900,Basic,2020-03-01,2020-06-01,200,5.0
915,Premium,2020-03-01,2020-06-01,500,10.0
960,Basic,2020-03-01,2020-06-01,200,5.0
965,Basic,2020-03-01,2020-06-01,200,5.0
977,Basic,2020-03-01,2020-06-01,200,5.0
978,Premium,2020-03-01,2020-04-01,500,10.0
979,Basic,2020-03-01,2020-06-01,200,5.0
1061,Premium,2020-03-01,2020-04-01,500,10.0
1071,Basic,2020-03-01,2020-09-01,200,5.0
1082,Premium,2020-03-01,2020-04-01,500,10.0
1090,Premium,2020-03-01,2020-06-01,500,10.0
1104,Basic,2020-03-01,2020-06-01,200,5.0
1106,Basic,2020-03-01,2020-04-01,200,5.0
1109,Basic,2020-03-01,2021-03-01,200,5.0
1119,Basic,2020-03-01,2020-04-01,200,5.0
1121,Premium,2020-03-01,2020-06-01,500,10.0
1137,Basic,2020-03-01,2020-06-01,200,5.0
1174,Premium,2020-03-01,2020-09-01,500,10.0
1211,Basic,2020-03-01,2020-04-01,200,5.0
1222,Premium,2020-03-01,2020-09-01,500,10.0
1230,Premium,2020-03-01,2020-06-01,500,10.0
1239,Premium,2020-03-01,2020-04-01,500,10.0
1240,Basic,2020-03-01,2020-06-01,200,5.0
1246,Basic,2020-03-01,2020-09-01,200,5.0
1263,Premium,2020-03-01,2020-04-01,500,10.0
1267,Basic,2020-03-01,2020-09-01,200,5.0
1285,Basic,2020-03-01,2020-06-01,200,5.0
1302,Basic,2020-03-01,2020-04-01,200,5.0
1312,Basic,2020-03-01,2020-09-01,200,5.0
1322,Basic,2020-03-01,2020-06-01,200,5.0
1375,Premium,2020-03-01,2020-09-01,500,10.0
1381,Premium,2020-03-01,2020-09-01,500,10.0
1392,Premium,2020-03-01,2020-04-01,500,10.0
1398,Premium,2020-03-01,2020-06-01,500,10.0
1409,Basic,2020-03-01,2020-04-01,200,5.0
1423,Basic,2020-03-01,2020-09-01,200,5.0
1438,Basic,2020-03-01,2021-03-01,200,5.0
1452,Basic,2020-03-01,2020-04-01,200,5.0
1504,Basic,2020-03-01,2021-03-01,200,5.0
22,Premium,2020-04-01,2020-05-01,500,10.0
33,Basic,2020-04-01,2020-07-01,200,5.0
62,Premium,2020-04-01,2020-05-01,500,10.0
88,Premium,2020-04-01,2020-07-01,500,10.0
99,Basic,2020-04-01,2020-10-01,200,5.0
110,Basic,2020-04-01,2020-05-01,200,5.0
116,Premium,2020-04-01,2020-07-01,500,10.0
118,Basic,2020-04-01,2020-10-01,200,5.0
137,Basic,2020-04-01,2020-10-01,200,5.0
141,Premium,2020-04-01,2020-05-01,500,10.0
195,Basic,2020-04-01,2020-07-01,200,5.0
209,Basic,2020-04-01,2020-07-01,200,5.0
230,Basic,2020-04-01,2020-10-01,200,5.0
311,Premium,2020-04-01,2020-07-01,500,10.0
313,Basic,2020-04-01,2020-07-01,200,5.0
317,Premium,2020-04-01,2020-07-01,500,10.0
350,Premium,2020-04-01,2021-04-01,500,10.0
366,Premium,2020-04-01,2020-07-01,500,10.0
372,Basic,2020-04-01,2020-07-01,200,5.0
399,Premium,2020-04-01,2020-05-01,500,10.0
428,Basic,2020-04-01,2020-05-01,200,5.0
436,Basic,2020-04-01,2020-05-01,200,5.0
437,Basic,2020-04-01,2020-05-01,200,5.0
450,Basic,2020-04-01,2020-10-01,200,5.0
476,Basic,2020-04-01,2020-05-01,200,5.0
479,Basic,2020-04-01,2020-07-01,200,5.0
526,Basic,2020-04-01,2020-07-01,200,5.0
530,Basic,2020-04-01,2020-10-01,200,5.0
552,Premium,2020-04-01,2020-05-01,500,10.0
554,Basic,2020-04-01,2020-05-01,200,5.0
587,Basic,2020-04-01,2020-05-01,200,5.0
598,Premium,2020-04-01,2021-04-01,500,10.0
623,Basic,2020-04-01,2020-07-01,200,5.0
641,Premium,2020-04-01,2020-07-01,500,10.0
653,Premium,2020-04-01,2020-05-01,500,10.0
696,Basic,2020-04-01,2020-05-01,200,5.0
709,Basic,2020-04-01,2020-07-01,200,5.0
714,Basic,2020-04-01,2020-05-01,200,5.0
739,Basic,2020-04-01,2020-10-01,200,5.0
740,Basic,2020-04-01,2020-10-01,200,5.0
813,Basic,2020-04-01,2020-10-01,200,5.0
857,Basic,2020-04-01,2020-05-01,200,5.0
863,Basic,2020-04-01,2020-10-01,200,5.0
876,Premium,2020-04-01,2020-07-01,500,10.0
885,Basic,2020-04-01,2020-07-01,200,5.0
892,Basic,2020-04-01,2020-05-01,200,5.0
893,Basic,2020-04-01,2020-05-01,200,5.0
930,Premium,2020-04-01,2020-07-01,500,10.0
943,Basic,2020-04-01,2020-07-01,200,5.0
959,Basic,2020-04-01,2020-07-01,200,5.0
995,Premium,2020-04-01,2020-05-01,500,10.0
1008,Premium,2020-04-01,2021-04-01,500,10.0
1027,Basic,2020-04-01,2020-05-01,200,5.0
1044,Premium,2020-04-01,2020-10-01,500,10.0
1063,Basic,2020-04-01,2020-05-01,200,5.0
1114,Basic,2020-04-01,2020-05-01,200,5.0
1116,Basic,2020-04-01,2020-05-01,200,5.0
1118,Basic,2020-04-01,2020-07-01,200,5.0
1119,Basic,2020-04-01,2020-05-01,200,5.0
1124,Premium,2020-04-01,2020-10-01,500,10.0
1134,Basic,2020-04-01,2020-05-01,200,5.0
1183,Basic,2020-04-01,2021-04-01,200,5.0
1187,Basic,2020-04-01,2020-10-01,200,5.0
1201,Basic,2020-04-01,2020-10-01,200,5.0
1203,Premium,2020-04-01,2020-05-01,500,10.0
1205,Basic,2020-04-01,2020-07-01,200,5.0
1215,Basic,2020-04-01,2021-04-01,200,5.0
1228,Basic,2020-04-01,2020-07-01,200,5.0
1241,Premium,2020-04-01,2020-07-01,500,10.0
1242,Premium,2020-04-01,2020-07-01,500,10.0
1260,Basic,2020-04-01,2021-04-01,200,5.0
1281,Basic,2020-04-01,2020-05-01,200,5.0
1317,Basic,2020-04-01,2020-10-01,200,5.0
1328,Basic,2020-04-01,2020-05-01,200,5.0
1341,Basic,2020-04-01,2020-07-01,200,5.0
1371,Basic,2020-04-01,2020-10-01,200,5.0
1384,Basic,2020-04-01,2020-05-01,200,5.0
1391,Basic,2020-04-01,2020-07-01,200,5.0
1393,Basic,2020-04-01,2020-05-01,200,5.0
1430,Basic,2020-04-01,2020-07-01,200,5.0
1435,Basic,2020-04-01,2020-10-01,200,5.0
1454,Premium,2020-04-01,2020-05-01,500,10.0
1466,Basic,2020-04-01,2020-05-01,200,5.0
1484,Basic,2020-04-01,2020-07-01,200,5.0
1489,Premium,2020-04-01,2020-07-01,500,10.0
1496,Basic,2020-04-01,2020-07-01,200,5.0
1503,Basic,2020-04-01,2020-10-01,200,5.0
1506,Premium,2020-04-01,2020-05-01,500,10.0
1522,Premium,2020-04-01,2020-05-01,500,10.0
1582,Basic,2020-04-01,2020-07-01,200,5.0
1594,Basic,2020-04-01,2020-05-01,200,5.0
1629,Basic,2020-04-01,2020-07-01,200,5.0
1665,Basic,2020-04-01,2020-07-01,200,5.0
1675,Basic,2020-04-01,2020-07-01,200,5.0
1678,Basic,2020-04-01,2020-05-01,200,5.0
436,Premium,2020-04-01,2020-05-01,500,10.0
1187,Premium,2020-04-01,2020-10-01,500,10.0
1435,Premium,2020-04-01,2020-05-01,500,10.0
1438,Premium,2020-04-01,2020-10-01,500,10.0
66,Basic,2020-05-01,2020-11-01,200,5.0
82,Premium,2020-05-01,2020-11-01,500,10.0
92,Basic,2020-05-01,2020-08-01,200,5.0
111,Premium,2020-05-01,2020-08-01,500,10.0
156,Basic,2020-05-01,2020-11-01,200,5.0
184,Basic,2020-05-01,2020-08-01,200,5.0
202,Basic,2020-05-01,2020-06-01,200,5.0
249,Basic,2020-05-01,2020-06-01,200,5.0
264,Premium,2020-05-01,2020-08-01,500,10.0
265,Basic,2020-05-01,2020-08-01,200,5.0
289,Premium,2020-05-01,2020-08-01,500,10.0
305,Premium,2020-05-01,2020-06-01,500,10.0
323,Premium,2020-05-01,2020-06-01,500,10.0
329,Basic,2020-05-01,2020-08-01,200,5.0
332,Premium,2020-05-01,2020-06-01,500,10.0
340,Basic,2020-05-01,2020-11-01,200,5.0
381,Basic,2020-05-01,2020-08-01,200,5.0
410,Premium,2020-05-01,2020-11-01,500,10.0
418,Basic,2020-05-01,2020-08-01,200,5.0
434,Premium,2020-05-01,2020-11-01,500,10.0
439,Basic,2020-05-01,2020-11-01,200,5.0
445,Basic,2020-05-01,2020-08-01,200,5.0
480,Basic,2020-05-01,2021-05-01,200,5.0
506,Basic,2020-05-01,2020-06-01,200,5.0
513,Basic,2020-05-01,2020-11-01,200,5.0
517,Basic,2020-05-01,2020-11-01,200,5.0
548,Basic,2020-05-01,2020-08-01,200,5.0
559,Basic,2020-05-01,2020-06-01,200,5.0
574,Basic,2020-05-01,2020-06-01,200,5.0
575,Premium,2020-05-01,2020-06-01,500,10.0
624,Premium,2020-05-01,2020-08-01,500,10.0
657,Basic,2020-05-01,2020-11-01,200,5.0
661,Premium,2020-05-01,2021-05-01,500,10.0
707,Premium,2020-05-01,2020-08-01,500,10.0
748,Premium,2020-05-01,2020-08-01,500,10.0
753,Premium,2020-05-01,2020-08-01,500,10.0
762,Basic,2020-05-01,2021-05-01,200,5.0
771,Basic,2020-05-01,2020-08-01,200,5.0
772,Basic,2020-05-01,2020-08-01,200,5.0
796,Basic,2020-05-01,2020-11-01,200,5.0
797,Premium,2020-05-01,2020-11-01,500,10.0
801,Basic,2020-05-01,2021-05-01,200,5.0
802,Basic,2020-05-01,2020-06-01,200,5.0
827,Basic,2020-05-01,2020-08-01,200,5.0
839,Basic,2020-05-01,2020-11-01,200,5.0
869,Basic,2020-05-01,2020-11-01,200,5.0
1038,Basic,2020-05-01,2020-08-01,200,5.0
1057,Premium,2020-05-01,2021-05-01,500,10.0
1061,Basic,2020-05-01,2020-11-01,200,5.0
1072,Basic,2020-05-01,2020-06-01,200,5.0
1083,Basic,2020-05-01,2020-11-01,200,5.0
1091,Premium,2020-05-01,2020-08-01,500,10.0
1095,Basic,2020-05-01,2020-11-01,200,5.0
1108,Basic,2020-05-01,2020-06-01,200,5.0
1122,Basic,2020-05-01,2020-06-01,200,5.0
1138,Basic,2020-05-01,2020-11-01,200,5.0
1154,Basic,2020-05-01,2020-06-01,200,5.0
1163,Premium,2020-05-01,2020-08-01,500,10.0
1170,Premium,2020-05-01,2020-06-01,500,10.0
1190,Premium,2020-05-01,2020-08-01,500,10.0
1256,Basic,2020-05-01,2020-06-01,200,5.0
1289,Basic,2020-05-01,2020-06-01,200,5.0
1340,Basic,2020-05-01,2020-11-01,200,5.0
1368,Basic,2020-05-01,2020-11-01,200,5.0
1382,Basic,2020-05-01,2020-06-01,200,5.0
1407,Premium,2020-05-01,2020-11-01,500,10.0
1421,Basic,2020-05-01,2020-08-01,200,5.0
1483,Basic,2020-05-01,2020-08-01,200,5.0
1487,Premium,2020-05-01,2020-06-01,500,10.0
1501,Basic,2020-05-01,2020-08-01,200,5.0
1523,Basic,2020-05-01,2020-08-01,200,5.0
1528,Basic,2020-05-01,2020-08-01,200,5.0
1534,Premium,2020-05-01,2020-08-01,500,10.0
1536,Basic,2020-05-01,2020-08-01,200,5.0
1567,Premium,2020-05-01,2020-08-01,500,10.0
1609,Basic,2020-05-01,2021-05-01,200,5.0
1616,Premium,2020-05-01,2020-11-01,500,10.0
1638,Basic,2020-05-01,2020-11-01,200,5.0
1656,Basic,2020-05-01,2020-11-01,200,5.0
1716,Premium,2020-05-01,2020-06-01,500,10.0
1717,Premium,2020-05-01,2020-08-01,500,10.0
1726,Premium,2020-05-01,2020-11-01,500,10.0
1734,Premium,2020-05-01,2020-08-01,500,10.0
1772,Basic,2020-05-01,2020-06-01,200,5.0
450,Premium,2020-05-01,2020-08-01,500,10.0
1285,Premium,2020-05-01,2020-06-01,500,10.0
17,Basic,2020-06-01,2020-12-01,200,5.0
23,Basic,2020-06-01,2020-09-01,200,5.0
89,Basic,2020-06-01,2020-09-01,200,5.0
102,Basic,2020-06-01,2020-12-01,200,5.0
110,Basic,2020-06-01,2020-09-01,200,5.0
115,Premium,2020-06-01,2020-09-01,500,10.0
134,Basic,2020-06-01,2021-06-01,200,5.0
164,Basic,2020-06-01,2020-12-01,200,5.0
165,Basic,2020-06-01,2020-09-01,200,5.0
169,Basic,2020-06-01,2020-07-01,200,5.0
190,Basic,2020-06-01,2020-09-01,200,5.0
210,Premium,2020-06-01,2020-09-01,500,10.0
237,Basic,2020-06-01,2020-09-01,200,5.0
257,Premium,2020-06-01,2020-12-01,500,10.0
291,Basic,2020-06-01,2020-09-01,200,5.0
310,Basic,2020-06-01,2020-12-01,200,5.0
425,Basic,2020-06-01,2020-12-01,200,5.0
429,Basic,2020-06-01,2020-09-01,200,5.0
458,Premium,2020-06-01,2020-12-01,500,10.0
474,Basic,2020-06-01,2020-07-01,200,5.0
495,Basic,2020-06-01,2020-09-01,200,5.0
528,Basic,2020-06-01,2020-12-01,200,5.0
572,Basic,2020-06-01,2020-12-01,200,5.0
609,Premium,2020-06-01,2020-09-01,500,10.0
626,Basic,2020-06-01,2020-09-01,200,5.0
666,Premium,2020-06-01,2020-09-01,500,10.0
720,Basic,2020-06-01,2020-07-01,200,5.0
728,Basic,2020-06-01,2020-07-01,200,5.0
735,Basic,2020-06-01,2020-09-01,200,5.0
737,Basic,2020-06-01,2020-09-01,200,5.0
751,Basic,2020-06-01,2020-09-01,200,5.0
780,Basic,2020-06-01,2020-09-01,200,5.0
781,Basic,2020-06-01,2020-07-01,200,5.0
800,Premium,2020-06-01,2020-09-01,500,10.0
829,Basic,2020-06-01,2020-09-01,200,5.0
921,Basic,2020-06-01,2020-09-01,200,5.0
983,Basic,2020-06-01,2021-06-01,200,5.0
996,Basic,2020-06-01,2021-06-01,200,5.0
997,Basic,2020-06-01,2020-09-01,200,5.0
1052,Premium,2020-06-01,2020-09-01,500,10.0
1076,Basic,2020-06-01,2020-12-01,200,5.0
1096,Premium,2020-06-01,2020-07-01,500,10.0
1101,Basic,2020-06-01,2020-07-01,200,5.0
1108,Basic,2020-06-01,2020-07-01,200,5.0
1143,Premium,2020-06-01,2021-06-01,500,10.0
1147,Premium,2020-06-01,2020-07-01,500,10.0
1164,Basic,2020-06-01,2021-06-01,200,5.0
1188,Premium,2020-06-01,2020-09-01,500,10.0
1196,Premium,2020-06-01,2020-07-01,500,10.0
1202,Premium,2020-06-01,2020-07-01,500,10.0
1232,Basic,2020-06-01,2020-07-01,200,5.0
1257,Basic,2020-06-01,2020-12-01,200,5.0
1273,Premium,2020-06-01,2020-09-01,500,10.0
1299,Basic,2020-06-01,2020-12-01,200,5.0
1307,Premium,2020-06-01,2020-12-01,500,10.0
1419,Basic,2020-06-01,2020-09-01,200,5.0
1428,Premium,2020-06-01,2020-09-01,500,10.0
1433,Basic,2020-06-01,2020-07-01,200,5.0
1439,Basic,2020-06-01,2020-12-01,200,5.0
1464,Premium,2020-06-01,2020-12-01,500,10.0
1473,Basic,2020-06-01,2020-12-01,200,5.0
1539,Premium,2020-06-01,2020-07-01,500,10.0
1557,Premium,2020-06-01,2020-09-01,500,10.0
1587,Basic,2020-06-01,2020-07-01,200,5.0
1590,Basic,2020-06-01,2020-09-01,200,5.0
1591,Premium,2020-06-01,2020-09-01,500,10.0
1593,Basic,2020-06-01,2020-12-01,200,5.0
1605,Basic,2020-06-01,2020-09-01,200,5.0
1627,Basic,2020-06-01,2020-12-01,200,5.0
1631,Premium,2020-06-01,2020-07-01,500,10.0
1642,Premium,2020-06-01,2020-12-01,500,10.0
1649,Premium,2020-06-01,2020-07-01,500,10.0
1661,Basic,2020-06-01,2020-09-01,200,5.0
1685,Basic,2020-06-01,2020-07-01,200,5.0
1687,Premium,2020-06-01,2020-12-01,500,10.0
1703,Basic,2020-06-01,2020-09-01,200,5.0
1704,Basic,2020-06-01,2020-07-01,200,5.0
1736,Premium,2020-06-01,2020-07-01,500,10.0
1744,Premium,2020-06-01,2020-12-01,500,10.0
1768,Basic,2020-06-01,2020-12-01,200,5.0
1774,Basic,2020-06-01,2020-07-01,200,5.0
1779,Basic,2020-06-01,2020-12-01,200,5.0
1781,Basic,2020-06-01,2020-07-01,200,5.0
1782,Basic,2020-06-01,2020-09-01,200,5.0
1788,Basic,2020-06-01,2020-09-01,200,5.0
1818,Basic,2020-06-01,2020-12-01,200,5.0
1833,Premium,2020-06-01,2020-09-01,500,10.0
1844,Premium,2020-06-01,2020-09-01,500,10.0
1850,Basic,2020-06-01,2020-07-01,200,5.0
1853,Basic,2020-06-01,2020-12-01,200,5.0
1869,Basic,2020-06-01,2020-12-01,200,5.0
1874,Basic,2020-06-01,2020-07-01,200,5.0
1902,Premium,2020-06-01,2020-07-01,500,10.0
1933,Basic,2020-06-01,2020-09-01,200,5.0
1975,Basic,2020-06-01,2020-12-01,200,5.0
1980,Basic,2020-06-01,2020-12-01,200,5.0
1986,Premium,2020-06-01,2020-09-01,500,10.0
2002,Premium,2020-06-01,2020-12-01,500,10.0
230,Premium,2020-06-01,2020-09-01,500,10.0
1788,Premium,2020-06-01,2021-06-01,500,10.0
9,Premium,2020-07-01,2020-08-01,500,10.0
75,Premium,2020-07-01,2020-10-01,500,10.0
83,Premium,2020-07-01,2020-10-01,500,10.0
85,Basic,2020-07-01,2020-10-01,200,5.0
196,Basic,2020-07-01,2020-10-01,200,5.0
202,Premium,2020-07-01,2020-08-01,500,10.0
238,Basic,2020-07-01,2021-01-01,200,5.0
284,Basic,2020-07-01,2020-08-01,200,5.0
323,Basic,2020-07-01,2021-01-01,200,5.0
341,Basic,2020-07-01,2020-08-01,200,5.0
365,Basic,2020-07-01,2020-10-01,200,5.0
371,Premium,2020-07-01,2021-07-01,500,10.0
373,Basic,2020-07-01,2021-07-01,200,5.0
394,Basic,2020-07-01,2021-01-01,200,5.0
417,Basic,2020-07-01,2020-10-01,200,5.0
421,Basic,2020-07-01,2021-07-01,200,5.0
464,Premium,2020-07-01,2021-07-01,500,10.0
476,Basic,2020-07-01,2020-10-01,200,5.0
505,Basic,2020-07-01,2020-08-01,200,5.0
547,Premium,2020-07-01,2020-10-01,500,10.0
562,Basic,2020-07-01,2020-10-01,200,5.0
596,Premium,2020-07-01,2020-08-01,500,10.0
606,Premium,2020-07-01,2020-08-01,500,10.0
623,Premium,2020-07-01,2020-10-01,500,10.0
636,Basic,2020-07-01,2021-07-01,200,5.0
642,Premium,2020-07-01,2021-01-01,500,10.0
680,Premium,2020-07-01,2020-10-01,500,10.0
700,Basic,2020-07-01,2021-07-01,200,5.0
717,Premium,2020-07-01,2021-01-01,500,10.0
834,Basic,2020-07-01,2020-10-01,200,5.0
838,Basic,2020-07-01,2020-08-01,200,5.0
844,Basic,2020-07-01,2020-08-01,200,5.0
864,Premium,2020-07-01,2020-08-01,500,10.0
897,Basic,2020-07-01,2020-08-01,200,5.0
899,Premium,2020-07-01,2021-01-01,500,10.0
922,Basic,2020-07-01,2020-10-01,200,5.0
933,Basic,2020-07-01,2020-08-01,200,5.0
958,Basic,2020-07-01,2020-10-01,200,5.0
979,Premium,2020-07-01,2021-01-01,500,10.0
981,Basic,2020-07-01,2020-10-01,200,5.0
982,Basic,2020-07-01,2020-08-01,200,5.0
985,Premium,2020-07-01,2020-10-01,500,10.0
993,Premium,2020-07-01,2020-10-01,500,10.0
1005,Basic,2020-07-01,2021-07-01,200,5.0
1036,Basic,2020-07-01,2020-10-01,200,5.0
1065,Premium,2020-07-01,2020-08-01,500,10.0
1072,Basic,2020-07-01,2020-10-01,200,5.0
1084,Basic,2020-07-01,2021-07-01,200,5.0
1114,Basic,2020-07-01,2020-10-01,200,5.0
1125,Basic,2020-07-01,2020-08-01,200,5.0
1136,Premium,2020-07-01,2020-08-01,500,10.0
1166,Premium,2020-07-01,2020-10-01,500,10.0
1184,Basic,2020-07-01,2020-08-01,200,5.0
1230,Premium,2020-07-01,2021-07-01,500,10.0
1276,Premium,2020-07-01,2021-07-01,500,10.0
1351,Basic,2020-07-01,2020-08-01,200,5.0
1369,Premium,2020-07-01,2020-10-01,500,10.0
1430,Basic,2020-07-01,2021-01-01,200,5.0
1443,Basic,2020-07-01,2020-10-01,200,5.0
1462,Basic,2020-07-01,2021-01-01,200,5.0
1495,Basic,2020-07-01,2020-10-01,200,5.0
1514,Premium,2020-07-01,2020-10-01,500,10.0
1515,Basic,2020-07-01,2020-08-01,200,5.0
1596,Basic,2020-07-01,2020-10-01,200,5.0
1597,Basic,2020-07-01,2020-10-01,200,5.0
1611,Basic,2020-07-01,2020-08-01,200,5.0
1624,Premium,2020-07-01,2020-10-01,500,10.0
1631,Basic,2020-07-01,2020-10-01,200,5.0
1665,Premium,2020-07-01,2020-08-01,500,10.0
1700,Premium,2020-07-01,2021-01-01,500,10.0
1707,Basic,2020-07-01,2021-07-01,200,5.0
1740,Basic,2020-07-01,2020-08-01,200,5.0
1741,Basic,2020-07-01,2020-08-01,200,5.0
1763,Basic,2020-07-01,2020-08-01,200,5.0
1764,Basic,2020-07-01,2021-01-01,200,5.0
1793,Premium,2020-07-01,2020-10-01,500,10.0
1808,Basic,2020-07-01,2020-08-01,200,5.0
1831,Basic,2020-07-01,2020-10-01,200,5.0
1835,Basic,2020-07-01,2020-08-01,200,5.0
1864,Basic,2020-07-01,2020-10-01,200,5.0
1872,Basic,2020-07-01,2020-08-01,200,5.0
1874,Basic,2020-07-01,2020-10-01,200,5.0
1886,Basic,2020-07-01,2021-01-01,200,5.0
1891,Premium,2020-07-01,2020-10-01,500,10.0
1900,Basic,2020-07-01,2020-08-01,200,5.0
1910,Premium,2020-07-01,2020-08-01,500,10.0
1916,Basic,2020-07-01,2020-10-01,200,5.0
1917,Basic,2020-07-01,2020-08-01,200,5.0
1925,Premium,2020-07-01,2020-10-01,500,10.0
2019,Basic,2020-07-01,2020-10-01,200,5.0
2020,Basic,2020-07-01,2020-08-01,200,5.0
2023,Premium,2020-07-01,2021-01-01,500,10.0
2028,Premium,2020-07-01,2020-10-01,500,10.0
2042,Premium,2020-07-01,2020-08-01,500,10.0
2045,Basic,2020-07-01,2020-08-01,200,5.0
2070,Basic,2020-07-01,2020-08-01,200,5.0
2078,Basic,2020-07-01,2020-10-01,200,5.0
2098,Premium,2020-07-01,2021-01-01,500,10.0
2112,Premium,2020-07-01,2021-01-01,500,10.0
2118,Premium,2020-07-01,2021-01-01,500,10.0
2128,Premium,2020-07-01,2021-01-01,500,10.0
2141,Basic,2020-07-01,2021-01-01,200,5.0
2143,Basic,2020-07-01,2021-01-01,200,5.0
2146,Basic,2020-07-01,2021-01-01,200,5.0
2155,Basic,2020-07-01,2020-08-01,200,5.0
2158,Premium,2020-07-01,2020-08-01,500,10.0
2170,Premium,2020-07-01,2020-08-01,500,10.0
2195,Premium,2020-07-01,2020-10-01,500,10.0
2206,Premium,2020-07-01,2020-08-01,500,10.0
2210,Premium,2020-07-01,2020-10-01,500,10.0
2218,Basic,2020-07-01,2020-10-01,200,5.0
2220,Basic,2020-07-01,2020-10-01,200,5.0
2224,Basic,2020-07-01,2021-07-01,200,5.0
2226,Premium,2020-07-01,2020-10-01,500,10.0
869,Premium,2020-07-01,2020-08-01,500,10.0
1164,Premium,2020-07-01,2020-10-01,500,10.0
1638,Premium,2020-07-01,2020-08-01,500,10.0
38,Basic,2020-08-01,2020-09-01,200,5.0
49,Premium,2020-08-01,2020-11-01,500,10.0
78,Premium,2020-08-01,2020-11-01,500,10.0
127,Premium,2020-08-01,2021-02-01,500,10.0
151,Basic,2020-08-01,2020-09-01,200,5.0
206,Premium,2020-08-01,2020-11-01,500,10.0
234,Basic,2020-08-01,2020-09-01,200,5.0
